Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,GenderDescription,AgeClassDescription,Demand_rel_county,Parish_variation_abs,Parish_variation_rel
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,Male,55-64,0.041929,-34.712446182144,-0.017087148895319957
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,Male,65+,0.041929,-57.53963043474002,-0.010574981168489607
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Female,15-24,0.074461,-66.797622504156,-0.06916371191291366
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Female,25-34,0.074461,-4.6553271856619975,-0.010082463984785022
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Female,35-44,0.074461,-30.159272489741003,-0.04612010536413788
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Female,45-54,0.074461,-48.604921553126,-0.02818010604025838
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Female,55-64,0.074461,-32.357313778084,-0.039637142036874996
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Male,25-34,0.074461,-62.811646319957,-0.044675170925726815
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Male,35-44,0.074461,-61.630856738171005,-0.03660157110120551
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Male,45-54,0.074461,-18.202921244507,-0.008921249893477761
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Male,55-64,0.074461,-61.645244464896,-0.030344777931608655
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Male,65+,0.074461,-102.18365383866004,-0.01877992970943511
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,Female,15-24,0.007083,-6.354031777668,-0.006579102771641094
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,Female,25-34,0.007083,-0.4428315823859998,-0.0009590804905149315
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,Female,35-44,0.007083,-2.868859228923,-0.004387111458269277
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,Female,45-54,0.007083,-4.623476173578,-0.002680593748178914
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,Female,55-64,0.007083,-3.077944877052,-0.003770428506831571
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,Male,25-34,0.007083,-5.974871286771,-0.004249664061279368
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,Male,35-44,0.007083,-5.862550305213,-0.003481674005316053
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,Male,45-54,0.007083,-1.731527795421,-0.0008486216005090314
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,Male,55-64,0.007083,-5.863918917888,-0.002886505178409961
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,Male,65+,0.007083,-9.720079237980004,-0.0017864149303921362
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Female,15-24,0.007413,-6.650068836348001,-0.00688562598421226
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Female,25-34,0.007413,-0.46346329524599983,-0.0010037644608481134
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Female,35-44,0.007413,-3.0025206076530004,-0.004591508857849802
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Female,45-54,0.007413,-4.838885906358,-0.002805483757623929
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Female,55-64,0.007413,-3.2213476455720005,-0.003946094383896997
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Male,25-34,0.007413,-6.253243095981,-0.004447657727836222
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Male,35-44,0.007413,-6.135689031843,-0.0036438866866310747
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Male,45-54,0.007413,-1.8122004161310001,-0.0008881592439042002
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Male,55-64,0.007413,-6.137121408768,-0.0030209886894752283
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Male,65+,0.007413,-10.172941887780004,-0.0018696447662003258
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,Female,15-24,0.060498,-54.271666594008,-0.056194064588273744
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,Female,25-34,0.060498,-3.7823556503159983,-0.008191790415808602
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,Female,35-44,0.060498,-24.503776031538003,-0.03747161781764432
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,Female,45-54,0.060498,-39.490478829468,-0.022895744822437943
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,Female,55-64,0.060498,-26.289638454312,-0.032204346153649074
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,Male,25-34,0.060498,-51.033144586626,-0.03629763890714093
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,Male,35-44,0.060498,-50.07377782927801,-0.02973800846726113
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,Male,45-54,0.060498,-14.789491538526,-0.007248328333699758
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,Male,55-64,0.060498,-50.085467555328,-0.02465449531038343
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,Male,65+,0.060498,-83.02207450788003,-0.015258298808254054
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,Female,15-24,0.01375,-12.334877445,-0.012771800523798539
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,Female,25-34,0.01375,-0.8596547024999996,-0.0018618320972159125
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,Female,35-44,0.01375,-5.569224113750001,-0.008516558315855224
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,Female,45-54,0.01375,-8.9754055325,-0.005203750393542293
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,Female,55-64,0.01375,-5.975115355000001,-0.007319411544392785
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,Male,25-34,0.01375,-11.59882538375,-0.008249736106535552
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,Male,35-44,0.01375,-11.38078027625,-0.006758861721459231
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,Male,45-54,0.01375,-3.36135919625,-0.001647401808132032
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,Male,55-64,0.01375,-11.38343712,-0.005603479627719464
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,Male,65+,0.01375,-18.869277075000007,-0.003467909825341222
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Female,15-24,0.015584,-13.980125825664,-0.014475326499118285
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Female,25-34,0.015584,-0.9743170097279996,-0.0021101666474918385
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Female,35-44,0.015584,-6.312057351904,-0.009652512348675478
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Female,45-54,0.015584,-10.172561441344,-0.005897836082397317
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Female,55-64,0.015584,-6.772087104896,-0.008295687964204886
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Male,25-34,0.015584,-13.145897802208,-0.009350100907945457
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Male,35-44,0.015584,-12.898769441824001,-0.007660370986706956
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Male,45-54,0.015584,-3.809703397408,-0.0018671352565766972
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Male,55-64,0.015584,-12.901780660224,-0.006350881928609464
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Male,65+,0.015584,-21.386095559040008,-0.003930465943135826
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Female,15-24,0.000469,-0.42073145612400004,-0.0004356345051390192
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Female,25-34,0.000469,-0.029322040397999988,-6.350540026140094e-05
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Female,35-44,0.000469,-0.18996117158900003,-0.00029049206182808003
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Female,45-54,0.000469,-0.306142923254,-0.0001774951952415517
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Female,55-64,0.000469,-0.20380575283600003,-0.00024965847376874303
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Male,25-34,0.000469,-0.395625389453,-0.0002813909988338308
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Male,35-44,0.000469,-0.38818806905900005,-0.00023053862889922758
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Male,45-54,0.000469,-0.11465290640300001,-5.6191378037376215e-05
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Male,55-64,0.000469,-0.388278691584,-0.0001911295960291221
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Male,65+,0.000469,-0.6436138871400002,-0.00011828725149709332
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Female,15-24,0.058478,-52.459560962088005,-0.05431777098405025
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Female,25-34,0.058478,-3.6560645594759986,-0.007918270354981246
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Female,35-44,0.058478,-23.685606379918003,-0.03622045797778777
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Female,45-54,0.058478,-38.171910162148,-0.02213126658280482
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Female,55-64,0.058478,-25.411839689432004,-0.031129058057672822
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Male,25-34,0.058478,-49.329171693886,-0.03508567767548989
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Male,35-44,0.058478,-48.401837745058,-0.0287450702361813
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Male,45-54,0.058478,-14.295677314786001,-0.007006310031705088
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Male,55-64,0.058478,-48.413137156608,-0.02383129321234755
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Male,65+,0.058478,-80.25000616668002,-0.014748831328458471
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Female,15-24,0.017579,-15.769804407684001,-0.016328398647843963
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Female,25-34,0.017579,-1.0990450920179995,-0.002380301559051529
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Female,35-44,0.017579,-7.120101141499001,-0.010888187537048654
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Female,45-54,0.017579,-11.474811189514,-0.006652852957678545
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Female,55-64,0.017579,-7.6390220236760005,-0.009357668039191329
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Male,25-34,0.017579,-14.828781921523,-0.010547062619402798
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Male,35-44,0.017579,-14.550017198269002,-0.008641020378293222
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Male,45-54,0.017579,-4.297406058973,-0.0021061582825565813
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Male,55-64,0.017579,-14.553413900544001,-0.00716389588186767
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Male,65+,0.017579,-24.12385612374001,-0.00443362813233988
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Female,15-24,0.010668,-9.570070733328,-0.00990905949002784
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Female,25-34,0.010668,-0.6669670084559998,-0.0014445108954981348
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Female,35-44,0.010668,-4.320907843308,-0.006607610480984984
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Female,45-54,0.010668,-6.9636091796879995,-0.004037353396240668
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Female,55-64,0.010668,-4.635820407792001,-0.005678798716769617
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Male,25-34,0.010668,-8.999001395916,-0.006400595257056092
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Male,35-44,0.010668,-8.829830108148,-0.005243893588692878
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Male,45-54,0.010668,-2.607925811316,-0.001278144181029274
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Male,55-64,0.010668,-8.831891432448,-0.00434748513952809
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Male,65+,0.010668,-14.639814388080005,-0.002690593601217466
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Female,15-24,0.041113,-36.881732101547996,-0.03818814799526758
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Female,25-34,0.041113,-2.5703988206459987,-0.005566945673660931
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Female,35-44,0.041113,-16.652182617353,-0.025464819057436788
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Female,45-54,0.041113,-26.836788920557996,-0.015559402903978494
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Female,55-64,0.041113,-17.865812188372,-0.02188530667815422
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Male,25-34,0.041113,-34.68090967288099,-0.02466701094894517
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Male,35-44,0.041113,-34.028946872543,-0.020209242323952967
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Male,45-54,0.041113,-10.050586228031,-0.0049257913118350705
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Male,55-64,0.041113,-34.036890931967996,-0.01675460784977675
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Male,65+,0.041113,-56.419824609780015,-0.010369176483582083
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Female,15-24,0.010973,-9.843680742108,-0.01019236124710119
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Female,25-34,0.010973,-0.6860357127659997,-0.0014858097165636513
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Female,35-44,0.010973,-4.444443360013,-0.006796523229082137
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Female,45-54,0.010973,-7.162699993317999,-0.004152782041333789
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Female,55-64,0.010973,-4.768359330212,-0.005841156572845238
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Male,25-34,0.010973,-9.256284431701,-0.006583589403419244
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Male,35-44,0.010973,-9.082276507003,-0.005393817430514337
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Male,45-54,0.010973,-2.682486869851,-0.0013146865484096571
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Male,55-64,0.010973,-9.084396764928,-0.004471780505815685
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Male,65+,0.010973,-15.058369261380005,-0.0027675181464341257
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Female,15-24,0.001131,-1.014599737476,-0.0010505386467211744
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Female,25-34,0.001131,-0.07071050680199997,-0.00015314415286917798
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Female,35-44,0.001131,-0.45809399801100004,-0.0007005256331078007
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Female,45-54,0.001131,-0.738267902346,-0.00042803212327973344
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Female,55-64,0.001131,-0.4914803975640001,-0.0006020548695787811
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Male,25-34,0.001131,-0.9540561097470001,-0.0006785782935630334
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Male,35-44,0.001131,-0.936120908541,-0.0005559470986887556
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Male,45-54,0.001131,-0.276487072797,-0.0001355062869088966
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Male,55-64,0.001131,-0.936339446016,-0.0004609116697418701
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Male,65+,0.001131,-1.5520838088600006,-0.00028525134636079436
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Female,15-24,0.007369,-6.610597228524,-0.006844756222536104
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Female,25-34,0.007369,-0.46071240019799975,-0.0009978065981370223
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Female,35-44,0.007369,-2.9846990904890003,-0.004564255871239065
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Female,45-54,0.007369,-4.8101646086539995,-0.0027888317563645936
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Female,55-64,0.007369,-3.202227276436,-0.00392267226695494
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Male,25-34,0.007369,-6.216126854753,-0.0044212585722953075
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Male,35-44,0.007369,-6.099270534959,-0.003622258329122405
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Male,45-54,0.007369,-1.801444066703,-0.0008828875581181776
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Male,55-64,0.007369,-6.100694409984,-0.0030030575546665258
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Male,65+,0.007369,-10.112560201140003,-0.0018585474547592336
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Female,15-24,0.014139,-12.683842341444,-0.013133126371344549
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Female,25-34,0.014139,-0.8839751155379996,-0.0019145050198207845
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Female,35-44,0.014139,-5.726782526859001,-0.008757499492936511
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Female,45-54,0.014139,-9.229327914474,-0.005350969222857781
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Female,55-64,0.014139,-6.144156800316001,-0.007526484350994152
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Male,25-34,0.014139,-11.926966698243,-0.00848312864074954
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Male,35-44,0.014139,-11.702752896429,-0.006950076063979059
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Male,45-54,0.014139,-3.4564551036930005,-0.0016940083029220946
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Male,55-64,0.014139,-11.705484904704,-0.005762007160460036
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Male,65+,0.014139,-19.403106077340006,-0.003566020146945421
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Female,15-24,0.000243,-0.217990925028,-0.00022571254743876688
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Female,25-34,0.000243,-0.015192443105999993,-3.290365088170667e-05
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Female,35-44,0.000243,-0.09842337888300001,-0.00015051081241838687
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Female,45-54,0.000243,-0.15861989413799998,-9.196446150042017e-05
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Female,55-64,0.000243,-0.10559658409200001,-0.00012935396402090522
