County_of_Origin,Parish_of_Public_Transportation,GenderDescription,AgeClassDescription,Parish_variation_abs,Parish_variation_rel
Lisboa,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,15-24,-0.7959762545220002,-0.0002599627764728021
Lisboa,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,25-34,-1.089729930732,-0.0003732470082550493
Lisboa,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,35-44,-0.11620017610500001,-9.010025653194504e-05
Lisboa,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,45-54,-0.08297489492099999,-7.965342217036599e-05
Lisboa,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,55-64,-0.3734090519310001,-0.00021773463002046882
Lisboa,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,65+,-0.49743295932000015,-0.00012083131408715928
Lisboa,União das freguesias de Laranjeiro e Feijó,Female,15-24,-0.025390063517,-9.681529247476452e-06
Lisboa,União das freguesias de Laranjeiro e Feijó,Female,25-34,-0.010001191966999999,-6.644475227685372e-06
Lisboa,União das freguesias de Laranjeiro e Feijó,Female,35-44,-0.0066724711559999995,-6.533558138316714e-06
Lisboa,União das freguesias de Laranjeiro e Feijó,Female,45-54,-0.005644305004,-4.6354036780251015e-06
Lisboa,União das freguesias de Laranjeiro e Feijó,Female,55-64,-0.015825272775,-6.573120045161079e-06
Lisboa,União das freguesias de Laranjeiro e Feijó,Female,65+,0.0035139134940000067,7.090930959596757e-07
Lisboa,União das freguesias de Laranjeiro e Feijó,Male,15-24,-0.019269443778000002,-6.293326059862992e-06
Lisboa,União das freguesias de Laranjeiro e Feijó,Male,25-34,-0.026380799067999998,-9.035774873958362e-06
Lisboa,União das freguesias de Laranjeiro e Feijó,Male,35-44,-0.002813039645,-2.181198016602021e-06
Lisboa,União das freguesias de Laranjeiro e Feijó,Male,45-54,-0.0020087032289999997,-1.928295136340331e-06
Lisboa,União das freguesias de Laranjeiro e Feijó,Male,55-64,-0.009039697719000001,-5.271043184853062e-06
Lisboa,União das freguesias de Laranjeiro e Feijó,Male,65+,-0.012042138680000002,-2.925152854996407e-06
Lisboa,União das freguesias de Charneca de Caparica e Sobreda,Female,15-24,-0.025390063517,-9.681529247476452e-06
Lisboa,União das freguesias de Charneca de Caparica e Sobreda,Female,25-34,-0.010001191966999999,-6.644475227685372e-06
Lisboa,União das freguesias de Charneca de Caparica e Sobreda,Female,35-44,-0.0066724711559999995,-6.533558138316714e-06
Lisboa,União das freguesias de Charneca de Caparica e Sobreda,Female,45-54,-0.005644305004,-4.6354036780251015e-06
Lisboa,União das freguesias de Charneca de Caparica e Sobreda,Female,55-64,-0.015825272775,-6.573120045161079e-06
Lisboa,União das freguesias de Charneca de Caparica e Sobreda,Female,65+,0.0035139134940000067,7.090930959596757e-07
Lisboa,União das freguesias de Charneca de Caparica e Sobreda,Male,15-24,-0.019269443778000002,-6.293326059862992e-06
Lisboa,União das freguesias de Charneca de Caparica e Sobreda,Male,25-34,-0.026380799067999998,-9.035774873958362e-06
Lisboa,União das freguesias de Charneca de Caparica e Sobreda,Male,35-44,-0.002813039645,-2.181198016602021e-06
Lisboa,União das freguesias de Charneca de Caparica e Sobreda,Male,45-54,-0.0020087032289999997,-1.928295136340331e-06
Lisboa,União das freguesias de Charneca de Caparica e Sobreda,Male,55-64,-0.009039697719000001,-5.271043184853062e-06
Lisboa,União das freguesias de Charneca de Caparica e Sobreda,Male,65+,-0.012042138680000002,-2.925152854996407e-06
Lisboa,União das freguesias de Matosinhos e Leça da Palmeira,Female,15-24,-0.193355099091,-7.372856888462837e-05
Lisboa,União das freguesias de Matosinhos e Leça da Palmeira,Female,25-34,-0.076162923441,-5.060023442621937e-05
Lisboa,União das freguesias de Matosinhos e Leça da Palmeira,Female,35-44,-0.050813434188,-4.9755558130258055e-05
Lisboa,União das freguesias de Matosinhos e Leça da Palmeira,Female,45-54,-0.042983553492,-3.5300381855729624e-05
Lisboa,União das freguesias de Matosinhos e Leça da Palmeira,Female,55-64,-0.12051553882499999,-5.005683726699591e-05
Lisboa,União das freguesias de Matosinhos e Leça da Palmeira,Female,65+,0.02675980276200005,5.40001665384676e-06
Lisboa,União das freguesias de Matosinhos e Leça da Palmeira,Male,15-24,-0.146744225694,-4.792609845587971e-05
Lisboa,União das freguesias de Matosinhos e Leça da Palmeira,Male,25-34,-0.200899931364,-6.881090096322137e-05
Lisboa,União das freguesias de Matosinhos e Leça da Palmeira,Male,35-44,-0.021422378835,-1.661066181873847e-05
Lisboa,União das freguesias de Matosinhos e Leça da Palmeira,Male,45-54,-0.015297047666999996,-1.4684709115207136e-05
Lisboa,União das freguesias de Matosinhos e Leça da Palmeira,Male,55-64,-0.068840774937,-4.0141021176957934e-05
Lisboa,União das freguesias de Matosinhos e Leça da Palmeira,Male,65+,-0.09170551764000001,-2.2276164049588023e-05
Lisboa,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,15-24,-0.013671572663,-5.213131133256551e-06
Lisboa,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,25-34,-0.005385257213,-3.5777943533690468e-06
Lisboa,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,35-44,-0.003592869084,-3.5180697667859234e-06
Lisboa,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,45-54,-0.0030392411559999996,-2.4959865958596703e-06
Lisboa,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,55-64,-0.008521300725,-3.539372332009812e-06
Lisboa,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,65+,0.0018921072660000036,3.818193593629023e-07
Lisboa,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,15-24,-0.010375854342,-3.388714032233919e-06
Lisboa,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,25-34,-0.014205045652,-4.865417239823734e-06
Lisboa,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,35-44,-0.001514713655,-1.1744912397087807e-06
Lisboa,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,45-54,-0.0010816094309999999,-1.0383127657217167e-06
Lisboa,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,55-64,-0.004867529541000001,-2.8382540226131873e-06
Lisboa,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,65+,-0.006484228520000001,-1.575082306536527e-06
Lisboa,União das freguesias de Lordelo do Ouro e Massarelos,Female,15-24,-0.132809563012,-5.064184529449222e-05
Lisboa,União das freguesias de Lordelo do Ouro e Massarelos,Female,25-34,-0.052313927212,-3.4755716575585024e-05
Lisboa,União das freguesias de Lordelo do Ouro e Massarelos,Female,35-44,-0.034902156816,-3.4175534877348966e-05
Lisboa,União das freguesias de Lordelo do Ouro e Massarelos,Female,45-54,-0.029524056944,-2.4246726931208226e-05
Lisboa,União das freguesias de Lordelo do Ouro e Massarelos,Female,55-64,-0.08277834989999999,-3.438247408238103e-05
Lisboa,União das freguesias de Lordelo do Ouro e Massarelos,Female,65+,0.018380470584000035,3.709102348096765e-06
Lisboa,União das freguesias de Lordelo do Ouro e Massarelos,Male,15-24,-0.10079401360800001,-3.29189363131295e-05
Lisboa,União das freguesias de Lordelo do Ouro e Massarelos,Male,25-34,-0.137991872048,-4.726405318685913e-05
Lisboa,União das freguesias de Lordelo do Ouro e Massarelos,Male,35-44,-0.01471436122,-1.1409343471456726e-05
Lisboa,União das freguesias de Lordelo do Ouro e Massarelos,Male,45-54,-0.010507063043999999,-1.0086466867010962e-05
Lisboa,União das freguesias de Lordelo do Ouro e Massarelos,Male,55-64,-0.047284572684000006,-2.7571610505385247e-05
Lisboa,União das freguesias de Lordelo do Ouro e Massarelos,Male,65+,-0.06298964848000001,-1.5300799549211977e-05
Lisboa,Barcarena,Female,15-24,-0.005859245427,-2.234199057109951e-06
Lisboa,Barcarena,Female,25-34,-0.002307967377,-1.533340437158163e-06
Lisboa,Barcarena,Female,35-44,-0.001539801036,-1.5077441857653958e-06
Lisboa,Barcarena,Female,45-54,-0.001302531924,-1.0697085410827158e-06
Lisboa,Barcarena,Female,55-64,-0.003651986025,-1.516873856575634e-06
Lisboa,Barcarena,Female,65+,0.0008109031140000016,1.636368682983867e-07
Lisboa,Barcarena,Male,15-24,-0.004446794718,-1.452306013814537e-06
Lisboa,Barcarena,Male,25-34,-0.0060878767080000005,-2.0851788170673146e-06
Lisboa,Barcarena,Male,35-44,-0.000649162995,-5.033533884466203e-07
Lisboa,Barcarena,Male,45-54,-0.00046354689899999994,-4.449911853093072e-07
Lisboa,Barcarena,Male,55-64,-0.0020860840890000003,-1.2163945811199374e-06
Lisboa,Barcarena,Male,65+,-0.0027789550800000006,-6.750352742299401e-07
Lisboa,Valongo,Female,15-24,-0.001953081809,-7.447330190366502e-07
Lisboa,Valongo,Female,25-34,-0.0007693224589999999,-5.11113479052721e-07
Lisboa,Valongo,Female,35-44,-0.000513267012,-5.025813952551319e-07
Lisboa,Valongo,Female,45-54,-0.00043417730799999996,-3.565695136942386e-07
Lisboa,Valongo,Female,55-64,-0.0012173286749999998,-5.056246188585446e-07
Lisboa,Valongo,Female,65+,0.0002703010380000005,5.4545622766128896e-08
Lisboa,Valongo,Male,15-24,-0.0014822649060000001,-4.841020046048456e-07
Lisboa,Valongo,Male,25-34,-0.0020292922359999997,-6.950596056891048e-07
Lisboa,Valongo,Male,35-44,-0.00021638766499999999,-1.677844628155401e-07
Lisboa,Valongo,Male,45-54,-0.00015451563299999997,-1.483303951031024e-07
Lisboa,Valongo,Male,55-64,-0.0006953613630000001,-4.0546486037331244e-07
Lisboa,Valongo,Male,65+,-0.0009263183600000002,-2.250117580766467e-07
Lisboa,Ramalde,Female,15-24,-0.107419499495,-4.096031604701576e-05
Lisboa,Ramalde,Female,25-34,-0.042312735245000004,-2.8111241347899655e-05
Lisboa,Ramalde,Female,35-44,-0.028229685660000003,-2.7641976739032257e-05
Lisboa,Ramalde,Female,45-54,-0.02387975194,-1.9611323253183124e-05
Lisboa,Ramalde,Female,55-64,-0.066953077125,-2.7809354037219955e-05
Lisboa,Ramalde,Female,65+,0.014866557090000029,3.0000092521370895e-06
Lisboa,Ramalde,Male,15-24,-0.08152456983,-2.662561025326651e-05
Lisboa,Ramalde,Male,25-34,-0.11161107298,-3.822827831290077e-05
Lisboa,Ramalde,Male,35-44,-0.011901321575,-9.228145454854706e-06
Lisboa,Ramalde,Male,45-54,-0.008498359814999999,-8.158171730670632e-06
Lisboa,Ramalde,Male,55-64,-0.03824487496500001,-2.2300567320532186e-05
Lisboa,Ramalde,Male,65+,-0.05094750980000001,-1.2375646694215569e-05
Lisboa,União das freguesias de Caparica e Trafaria,Female,15-24,-0.007812327236,-2.978932076146601e-06
Lisboa,União das freguesias de Caparica e Trafaria,Female,25-34,-0.0030772898359999997,-2.044453916210884e-06
Lisboa,União das freguesias de Caparica e Trafaria,Female,35-44,-0.002053068048,-2.0103255810205274e-06
Lisboa,União das freguesias de Caparica e Trafaria,Female,45-54,-0.0017367092319999998,-1.4262780547769543e-06
Lisboa,União das freguesias de Caparica e Trafaria,Female,55-64,-0.004869314699999999,-2.0224984754341783e-06
Lisboa,União das freguesias de Caparica e Trafaria,Female,65+,0.001081204152000002,2.1818249106451558e-07
Lisboa,União das freguesias de Caparica e Trafaria,Male,15-24,-0.0059290596240000005,-1.9364080184193824e-06
Lisboa,União das freguesias de Caparica e Trafaria,Male,25-34,-0.008117168943999999,-2.7802384227564194e-06
Lisboa,União das freguesias de Caparica e Trafaria,Male,35-44,-0.0008655506599999999,-6.711378512621604e-07
Lisboa,União das freguesias de Caparica e Trafaria,Male,45-54,-0.0006180625319999999,-5.933215804124096e-07
Lisboa,União das freguesias de Caparica e Trafaria,Male,55-64,-0.0027814454520000004,-1.6218594414932498e-06
Lisboa,União das freguesias de Caparica e Trafaria,Male,65+,-0.0037052734400000007,-9.000470323065867e-07
Lisboa,Cidade da Maia,Female,15-24,-0.07812327236000001,-2.9789320761466012e-05
Lisboa,Cidade da Maia,Female,25-34,-0.030772898360000002,-2.0444539162108842e-05
Lisboa,Cidade da Maia,Female,35-44,-0.020530680480000004,-2.0103255810205277e-05
Lisboa,Cidade da Maia,Female,45-54,-0.01736709232,-1.4262780547769546e-05
Lisboa,Cidade da Maia,Female,55-64,-0.048693147000000006,-2.0224984754341786e-05
Lisboa,Cidade da Maia,Female,65+,0.010812041520000022,2.181824910645156e-06
Lisboa,Cidade da Maia,Male,15-24,-0.05929059624000001,-1.9364080184193825e-05
Lisboa,Cidade da Maia,Male,25-34,-0.08117168944,-2.7802384227564196e-05
Lisboa,Cidade da Maia,Male,35-44,-0.008655506600000001,-6.711378512621605e-06
Lisboa,Cidade da Maia,Male,45-54,-0.00618062532,-5.933215804124096e-06
Lisboa,Cidade da Maia,Male,55-64,-0.027814454520000007,-1.62185944149325e-05
Lisboa,Cidade da Maia,Male,65+,-0.03705273440000001,-9.000470323065868e-06
Lisboa,"União das freguesias de Camarate, Unhos e Apelação",Female,15-24,-0.007812327236,-2.978932076146601e-06
Lisboa,"União das freguesias de Camarate, Unhos e Apelação",Female,25-34,-0.0030772898359999997,-2.044453916210884e-06
Lisboa,"União das freguesias de Camarate, Unhos e Apelação",Female,35-44,-0.002053068048,-2.0103255810205274e-06
Lisboa,"União das freguesias de Camarate, Unhos e Apelação",Female,45-54,-0.0017367092319999998,-1.4262780547769543e-06
Lisboa,"União das freguesias de Camarate, Unhos e Apelação",Female,55-64,-0.004869314699999999,-2.0224984754341783e-06
Lisboa,"União das freguesias de Camarate, Unhos e Apelação",Female,65+,0.001081204152000002,2.1818249106451558e-07
Lisboa,"União das freguesias de Camarate, Unhos e Apelação",Male,15-24,-0.0059290596240000005,-1.9364080184193824e-06
Lisboa,"União das freguesias de Camarate, Unhos e Apelação",Male,25-34,-0.008117168943999999,-2.7802384227564194e-06
Lisboa,"União das freguesias de Camarate, Unhos e Apelação",Male,35-44,-0.0008655506599999999,-6.711378512621604e-07
Lisboa,"União das freguesias de Camarate, Unhos e Apelação",Male,45-54,-0.0006180625319999999,-5.933215804124096e-07
Lisboa,"União das freguesias de Camarate, Unhos e Apelação",Male,55-64,-0.0027814454520000004,-1.6218594414932498e-06
Lisboa,"União das freguesias de Camarate, Unhos e Apelação",Male,65+,-0.0037052734400000007,-9.000470323065867e-07
Lisboa,União das freguesias de Ramada e Caneças,Female,15-24,-0.005859245427,-2.234199057109951e-06
Lisboa,União das freguesias de Ramada e Caneças,Female,25-34,-0.002307967377,-1.533340437158163e-06
Lisboa,União das freguesias de Ramada e Caneças,Female,35-44,-0.001539801036,-1.5077441857653958e-06
Lisboa,União das freguesias de Ramada e Caneças,Female,45-54,-0.001302531924,-1.0697085410827158e-06
Lisboa,União das freguesias de Ramada e Caneças,Female,55-64,-0.003651986025,-1.516873856575634e-06
Lisboa,União das freguesias de Ramada e Caneças,Female,65+,0.0008109031140000016,1.636368682983867e-07
Lisboa,União das freguesias de Ramada e Caneças,Male,15-24,-0.004446794718,-1.452306013814537e-06
Lisboa,União das freguesias de Ramada e Caneças,Male,25-34,-0.0060878767080000005,-2.0851788170673146e-06
Lisboa,União das freguesias de Ramada e Caneças,Male,35-44,-0.000649162995,-5.033533884466203e-07
Lisboa,União das freguesias de Ramada e Caneças,Male,45-54,-0.00046354689899999994,-4.449911853093072e-07
Lisboa,União das freguesias de Ramada e Caneças,Male,55-64,-0.0020860840890000003,-1.2163945811199374e-06
Lisboa,União das freguesias de Ramada e Caneças,Male,65+,-0.0027789550800000006,-6.750352742299401e-07
Lisboa,Paranhos,Female,15-24,-2.740173778027,-0.0010448604257084202
Lisboa,Paranhos,Female,25-34,-1.0793594099769999,-0.0007170922111109675
Lisboa,Paranhos,Female,35-44,-0.720113617836,-0.00070512169754295
Lisboa,Paranhos,Female,45-54,-0.609150763124,-0.0005002670277130168
Lisboa,Paranhos,Female,55-64,-1.7079121310249998,-0.000709391340258538
Lisboa,Paranhos,Female,65+,0.3792323563140007,7.652750874087885e-05
Lisboa,Paranhos,Male,15-24,-2.079617663118,-0.0006791951124605983
Lisboa,Paranhos,Male,25-34,-2.8470970071079997,-0.0009751686267818141
Lisboa,Paranhos,Male,35-44,-0.303591893995,-0.00023540160133020275
Lisboa,Paranhos,Male,45-54,-0.21678543309899997,-0.00020810754432965266
Lisboa,Paranhos,Male,55-64,-0.9755919922890001,-0.0005688671991037574
Lisboa,Paranhos,Male,65+,-1.2996246590800002,-0.00031569149658153533
Lisboa,Ermesinde,Female,15-24,-0.027343145326,-1.0426262266513103e-05
Lisboa,Ermesinde,Female,25-34,-0.010770514426,-7.1555887067380935e-06
Lisboa,Ermesinde,Female,35-44,-0.007185738168,-7.036139533571847e-06
Lisboa,Ermesinde,Female,45-54,-0.006078482311999999,-4.991973191719341e-06
Lisboa,Ermesinde,Female,55-64,-0.01704260145,-7.078744664019624e-06
Lisboa,Ermesinde,Female,65+,0.003784214532000007,7.636387187258046e-07
Lisboa,Ermesinde,Male,15-24,-0.020751708684,-6.777428064467838e-06
Lisboa,Ermesinde,Male,25-34,-0.028410091304,-9.730834479647468e-06
Lisboa,Ermesinde,Male,35-44,-0.00302942731,-2.3489824794175614e-06
Lisboa,Ermesinde,Male,45-54,-0.0021632188619999998,-2.0766255314434333e-06
Lisboa,Ermesinde,Male,55-64,-0.009735059082000001,-5.676508045226375e-06
Lisboa,Ermesinde,Male,65+,-0.012968457040000003,-3.150164613073054e-06
Lisboa,Alfena,Female,15-24,-0.005859245427,-2.234199057109951e-06
Lisboa,Alfena,Female,25-34,-0.002307967377,-1.533340437158163e-06
Lisboa,Alfena,Female,35-44,-0.001539801036,-1.5077441857653958e-06
Lisboa,Alfena,Female,45-54,-0.001302531924,-1.0697085410827158e-06
Lisboa,Alfena,Female,55-64,-0.003651986025,-1.516873856575634e-06
Lisboa,Alfena,Female,65+,0.0008109031140000016,1.636368682983867e-07
Lisboa,Alfena,Male,15-24,-0.004446794718,-1.452306013814537e-06
Lisboa,Alfena,Male,25-34,-0.0060878767080000005,-2.0851788170673146e-06
Lisboa,Alfena,Male,35-44,-0.000649162995,-5.033533884466203e-07
Lisboa,Alfena,Male,45-54,-0.00046354689899999994,-4.449911853093072e-07
Lisboa,Alfena,Male,55-64,-0.0020860840890000003,-1.2163945811199374e-06
Lisboa,Alfena,Male,65+,-0.0027789550800000006,-6.750352742299401e-07
Lisboa,Corroios,Female,15-24,-0.005859245427,-2.234199057109951e-06
Lisboa,Corroios,Female,25-34,-0.002307967377,-1.533340437158163e-06
Lisboa,Corroios,Female,35-44,-0.001539801036,-1.5077441857653958e-06
Lisboa,Corroios,Female,45-54,-0.001302531924,-1.0697085410827158e-06
Lisboa,Corroios,Female,55-64,-0.003651986025,-1.516873856575634e-06
Lisboa,Corroios,Female,65+,0.0008109031140000016,1.636368682983867e-07
Lisboa,Corroios,Male,15-24,-0.004446794718,-1.452306013814537e-06
Lisboa,Corroios,Male,25-34,-0.0060878767080000005,-2.0851788170673146e-06
Lisboa,Corroios,Male,35-44,-0.000649162995,-5.033533884466203e-07
Lisboa,Corroios,Male,45-54,-0.00046354689899999994,-4.449911853093072e-07
Lisboa,Corroios,Male,55-64,-0.0020860840890000003,-1.2163945811199374e-06
Lisboa,Corroios,Male,65+,-0.0027789550800000006,-6.750352742299401e-07
Lisboa,"União das freguesias de Custóias, Leça do Balio e Guifões",Female,15-24,-0.400381770845,-0.0001526702689025133
