,Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,Demand_weight
794,R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,8.3e-05
795,R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,2.7e-05
796,R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,0.010152
797,R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,0.0
798,R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,5e-06
799,R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,0.001533
800,R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,0.0
801,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.001385
802,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.004839
803,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.004547
804,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.004124
805,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.004597
806,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.001428
807,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.001335
808,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.003548
809,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.006358
810,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.001101
811,R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.006483
812,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.000473
813,R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.001415
814,R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,Beato,8.6e-05
815,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.002592
816,R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.00356
817,R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.002553
818,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.00144
819,R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Beato,2.9e-05
820,R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.000282
821,R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,Beato,2.5e-05
822,R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,Beato,5e-06
823,R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,Beato,1e-06
824,R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.000146
825,R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Beato,1e-05
826,R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,Beato,8e-06
827,R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.001109
828,R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,LISBOA,Beato,3.7e-05
829,R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,LISBOA,Beato,3.4e-05
830,R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,LISBOA,Beato,4e-05
831,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.001258
832,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.000434
833,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,8.9e-05
834,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.000295
835,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.001338
836,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,6.6e-05
837,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.001333
838,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.001214
839,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,9.7e-05
840,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,3.3e-05
841,R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.004015
842,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,6.3e-05
843,R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,3.7e-05
844,R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,2.3e-05
845,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.000112
846,R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,7.1e-05
847,R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.000323
848,R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,6.6e-05
849,R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.000282
850,R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,2e-06
851,R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,1e-06
852,R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,1e-06
853,R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.0
854,R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.0
855,R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.001733
856,R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,5e-06
857,R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,2e-06
858,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.001094
859,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.001387
860,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.001039
861,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.035846
862,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.00036
863,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.00059
864,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.001341
865,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.001727
866,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.002203
867,R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.007683
868,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.000754
869,R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.000533
870,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.00011
871,R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.007153
872,R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.005786
873,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.000555
874,R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.000617
875,R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.002297
876,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.000742
877,R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.000101
878,R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,5e-06
879,R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,8e-05
880,R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,7e-06
881,R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.000984
882,R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,4e-06
883,R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,9e-06
884,R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,6.9e-05
885,R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,2.2e-05
886,R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,1.1e-05
887,R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,4e-06
888,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.000919
889,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.011689
890,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.009387
891,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.012958
892,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.015463
893,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.011662
894,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.00647
895,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.011537
896,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.014926
897,R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,8.5e-05
898,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.000394
899,R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.011098
900,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.003942
901,R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.011709
902,R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.001838
903,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.006195
904,R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.00126
905,R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.010458
906,R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,3.9e-05
907,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,3.6e-05
908,R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.000128
909,R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.001128
910,R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.00019
911,R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,3e-05
912,R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,1.3e-05
913,R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,1.8e-05
914,R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,2e-06
915,R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.034405
916,R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,1e-06
917,R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.003574
918,R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.000228
919,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,0.000785
920,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,5.2e-05
921,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,3.3e-05
922,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,3.4e-05
923,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,0.000205
924,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,0.000354
925,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,3e-05
926,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,0.000173
927,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,3.2e-05
928,R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,0.000367
929,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,9e-06
930,R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,1e-06
931,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,1e-06
932,R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,4e-06
933,R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,6.3e-05
934,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,3.6e-05
935,R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,8e-06
936,R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,5.8e-05
937,R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,0.004512
938,R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,1e-06
939,R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,9.8e-05
940,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.000722
941,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,6.6e-05
942,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,8.1e-05
943,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,2.7e-05
944,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.000112
945,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.015442
946,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,1.9e-05
947,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.000645
948,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,7e-05
949,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,1.3e-05
950,R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.000402
951,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,1.1e-05
952,R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,8e-06
953,R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.00075
954,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.000173
955,R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,5.9e-05
956,R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.000175
957,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,1.1e-05
958,R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,4.5e-05
959,R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.001128
960,R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.0
961,R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,1e-06
962,R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.0
963,R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,9.6e-05
964,R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.0
965,R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,2e-06
966,R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,3.8e-05
967,R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.0
968,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000671
969,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000305
970,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000347
971,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.008091
972,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000744
973,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.00034
974,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000237
975,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000515
976,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.006663
977,R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000422
978,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000345
979,R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000832
980,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000245
981,R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.006602
982,R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.001508
983,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000113
984,R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,5.8e-05
985,R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000354
986,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000144
987,R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,3.2e-05
988,R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,3e-06
989,R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,7e-06
990,R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,1e-06
991,R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,7.9e-05
992,R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,3e-06
993,R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,9e-06
994,R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000277
995,R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000125
996,R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,4.5e-05
997,R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,1e-06
998,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,0.000493
999,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,7.8e-05
