Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,Demand_weight
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.000282
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,2e-06
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,1e-06
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,1e-06
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.0
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.0
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.001733
R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,5e-06
R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,2e-06
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.001094
R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.001387
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.001039
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.035846
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.00036
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.00059
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.001341
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.001727
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.002203
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.007683
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.000754
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.000533
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.00011
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.007153
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.005786
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.000555
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.000617
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.002297
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.000742
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.000101
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,5e-06
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,8e-05
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,7e-06
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.000984
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,4e-06
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,9e-06
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,6.9e-05
R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,2.2e-05
R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,1.1e-05
R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,4e-06
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.000919
R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.011689
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.009387
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.012958
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.015463
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.011662
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.00647
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.011537
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.014926
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,8.5e-05
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.000394
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.011098
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.003942
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.011709
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.001838
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.006195
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.00126
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.010458
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,3.9e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,3.6e-05
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.000128
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.001128
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.00019
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,3e-05
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,1.3e-05
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,1.8e-05
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,2e-06
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.034405
R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,1e-06
R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.003574
R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.000228
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,0.000785
R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,5.2e-05
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,3.3e-05
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,3.4e-05
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,0.000205
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,0.000354
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,3e-05
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,0.000173
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,3.2e-05
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,0.000367
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,9e-06
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,1e-06
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,1e-06
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,4e-06
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,6.3e-05
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,3.6e-05
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,8e-06
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,5.8e-05
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,0.004512
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,1e-06
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,9.8e-05
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.000722
R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,6.6e-05
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,8.1e-05
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,2.7e-05
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.000112
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.015442
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,1.9e-05
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.000645
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,7e-05
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,1.3e-05
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.000402
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,1.1e-05
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,8e-06
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.00075
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.000173
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,5.9e-05
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.000175
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,1.1e-05
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,4.5e-05
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.001128
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.0
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,1e-06
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.0
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,9.6e-05
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.0
R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,2e-06
R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,3.8e-05
R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.0
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000671
R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000305
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000347
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.008091
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000744
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.00034
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000237
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000515
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.006663
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000422
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000345
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000832
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000245
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.006602
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.001508
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000113
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,5.8e-05
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000354
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000144
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,3.2e-05
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,3e-06
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,7e-06
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,1e-06
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,7.9e-05
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,3e-06
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,9e-06
R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000277
R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000125
R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,4.5e-05
R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,1e-06
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,0.000493
R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,7.8e-05
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,1.6e-05
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,7.2e-05
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,0.000247
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,4.6e-05
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,0.000166
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,0.0001
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,4.1e-05
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,1.4e-05
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,0.000156
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,1.5e-05
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,3.7e-05
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,2.3e-05
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,2.1e-05
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,7.1e-05
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,3.8e-05
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,5.1e-05
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,0.001128
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,0.0
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,0.0
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,0.0
R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,0.0
R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,0.001733
R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,5e-06
R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,2e-06
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.000259
R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.00014
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,3.3e-05
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.001821
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.000476
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.005865
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,2.8e-05
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,9.4e-05
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.000101
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.000121
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,2e-06
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.000515
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,5.3e-05
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,7e-06
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.000137
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.000134
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.000264
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,7e-05
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.0
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.002398
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.0
R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",0.000184
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",0.000347
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",6e-05
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",2.8e-05
R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",8e-06
R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",2e-06
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",3.1e-05
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",9.5e-05
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",0.0
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",9e-06
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",5e-06
R1 - AM Lisboa,Setúbal,Montijo,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",6.3e-05
R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",0.000204
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",2e-05
R1 - AM Lisboa,Setúbal,Sesimbra,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",1.2e-05
